TR	10	2	1	RND	SA01	f1996d44c0be434d922cba2873919669	8004	3597	10	22927
TR	10	2	1	RND	SA01	bb22e9cc09d24646b6a9a5b5f43e5fbd	6874	3597	10	14941
TR	10	2	1	RND	SA01	a1b631aeb181450ca42bd32f74b93955	7843	3597	10	22781
TR	10	2	1	RND	SA01	f9e844297b974660b541bc6f015e83ae	6372	3597	10	27801
TR	10	2	1	RND	SA01	74ccf28a6f664f80a1f76c06f0d51c26	5706	3597	10	16250
TR	10	2	1	RND	SA01	c402a154c5f44278aa400c8e27c5507c	6004	3597	10	6089
TR	10	2	1	RND	SA01	b4d6f50e602a44f1814353d45b5f6570	8352	3597	10	20166
TR	10	2	1	RND	SA01	110c592e29b345b1ab24c7ecaf4b062f	8388	3597	10	19485
TR	10	2	1	RND	SA01	fda61362652f487fab3eba81832eb10a	7645	3754	10	20469
TR	10	2	1	RND	SA01	e294f31e84a04ce4a1124d404788ebcb	7974	3597	10	17749
TR	10	2	1	GREEDY	SA01	64347c100e384d109f1e788aae46175c	6138	3597	10	23259
TR	10	2	1	GREEDY	SA01	ec76e26b47b9488690c6ac43eee251db	5425	3597	10	26324
TR	10	2	1	GREEDY	SA01	bf5151805731459589bbd2eeaa51fb51	6304	3597	10	21142
TR	10	2	1	GREEDY	SA01	00a0e167b98f4255ba521542dac1e16f	6138	3754	10	26093
TR	10	2	1	GREEDY	SA01	fe30bccb7b5b46ae89a36974a0935163	5090	3754	10	24699
TR	10	2	1	GREEDY	SA01	8884adf11bfc400b9e8f8a77cf56ffb0	5702	3597	10	17353
TR	10	2	1	GREEDY	SA01	7535d2f5e63741b79475d37d6911626a	6245	3597	10	20531
TR	10	2	1	GREEDY	SA01	9b333ffbb5c34945beadfd0ec22e26cc	6920	3597	10	14283
TR	10	2	1	GREEDY	SA01	0c05905bc32747b19c3710c27c0dc095	6920	3597	10	20475
TR	10	2	1	GREEDY	SA01	f33d227919434b33bea7b22f1ea44738	5090	3597	10	16846
TR	10	2	1	GREEDY_RND	SA01	126a89b2d1f04d24bb8f53a5caf24f32	6247	3597	10	19019
TR	10	2	1	GREEDY_RND	SA01	c816a5636d904a1ca531b9184a42bb4c	7777	3597	10	20365
TR	10	2	1	GREEDY_RND	SA01	acbb0646f8d34102ae9a20c9c36d4860	6360	3754	10	27281
TR	10	2	1	GREEDY_RND	SA01	e22796a925064fdaa4123f1c994bb6fd	7387	3597	10	27317
TR	10	2	1	GREEDY_RND	SA01	cd348cd774f7485789418776af3b7b33	6508	3785	10	25084
TR	10	2	1	GREEDY_RND	SA01	525315e765f94fea9e5dc113684cb149	7922	3597	10	19987
TR	10	2	1	GREEDY_RND	SA01	75a3856754f64070b7711e6f820be505	7579	3597	10	25347
TR	10	2	1	GREEDY_RND	SA01	5adf3046d78d4b1084956d867df81450	8754	3597	10	24657
TR	10	2	1	GREEDY_RND	SA01	148582e516d1402c82f6fc82b608e6b2	7208	3597	10	16906
TR	10	2	1	GREEDY_RND	SA01	c24e821682b343ecaa3c510c90dc5777	8030	3597	10	22649
TR	10	2	1	RND_GREEDY	SA01	3d8bc026e38240439ea5241a2ee4995c	5971	3597	10	18163
TR	10	2	1	RND_GREEDY	SA01	a31482abeef64e1bb26dce80b3673343	5444	3597	10	16897
TR	10	2	1	RND_GREEDY	SA01	b7ed20aa4b184da88a0d87c8b31cc258	5722	3597	10	23452
TR	10	2	1	RND_GREEDY	SA01	3ea1fba7401b4649b4803ea0c9664f2c	5985	3597	10	15692
TR	10	2	1	RND_GREEDY	SA01	1e8e516c59ab4c1cb6306fcf530793a4	5389	3597	10	34590
TR	10	2	1	RND_GREEDY	SA01	0f1522c261a34e4ba9bdb9dbbf4e7edb	5674	3597	10	20900
TR	10	2	1	RND_GREEDY	SA01	3ebad7d5be2c4a76b872e27b14e23f74	5626	3754	10	17931
TR	10	2	1	RND_GREEDY	SA01	58207d0559754c449467e384879064a2	5874	3597	10	27827
TR	10	2	1	RND_GREEDY	SA01	78d522b345bf401f9966eba33a8228d8	5353	3597	10	20751
TR	10	2	1	RND_GREEDY	SA01	83123b69901743069da2a71c1cf4503b	5898	3597	10	60
TR	10	2	1	PROB	SA01	414b5e5731524b0ca913175d926703e8	9302	3597	10	18792
TR	10	2	1	PROB	SA01	ea520492f7d6498ab5b9887816303503	6908	3777	10	22689
TR	10	2	1	PROB	SA01	310fed4d33f14371b00211c2e198e90f	7597	3597	10	14604
TR	10	2	1	PROB	SA01	f1929a0cb9ab4ab3834f51decce3385a	6912	3597	10	1193
TR	10	2	1	PROB	SA01	42805dc04183433ab2939b932db30bf1	6590	3597	10	39
TR	10	2	1	PROB	SA01	9848ac245fe4492cb7f85ee285918184	7442	3597	10	22691
TR	10	2	1	PROB	SA01	ae6f7b5ba6464b9a812f5255b478e782	6772	3597	10	20179
TR	10	2	1	PROB	SA01	6d51dbc3386d4f8cbfabf4a1a47f625f	8104	3597	10	20051
TR	10	2	1	PROB	SA01	81c5498e389546e1a30c6f4e2d067e44	7972	3597	10	22689
TR	10	2	1	PROB	SA01	6051d123f94a48e097087285d5eb30c7	7356	3597	10	2098
TR	10	2	1	GREEDY_GRB	SA01	2ef434234f754e6fa983b54c7dcfd5e8	4809	3597	10	17867
TR	10	2	1	GREEDY_GRB	SA01	804c25375be646c59895128dfa679afa	4809	3597	10	20397
TR	10	2	1	GREEDY_GRB	SA01	85a439bfcedf4ac1a49071822a2189a2	4809	3597	10	11139
TR	10	2	1	GREEDY_GRB	SA01	300b2e2062b146099d4c8e7e7bea0af4	4809	3597	10	19548
TR	10	2	1	GREEDY_GRB	SA01	6891e1e0ce774a7dbf47a29b3875868b	4809	3597	10	22165
TR	10	2	1	GREEDY_GRB	SA01	499dc745dd7b4aaa95b72efb1d7f1882	4809	3597	10	26302
TR	10	2	1	GREEDY_GRB	SA01	8d19d6e977944212b27c449bbf232638	4809	3597	10	21867
TR	10	2	1	GREEDY_GRB	SA01	8adf1490ee8645438a76ef1aedd67bdf	4809	3597	10	22957
TR	10	2	1	GREEDY_GRB	SA01	c6ef741fbadf430db84067f24fdaeb0b	4809	3597	10	19910
TR	10	2	1	GREEDY_GRB	SA01	ee3ca30b3d1f4c5a923d3f6035bc12d4	4809	3597	10	16000
TR	10	2	1	GRB	SA01	b36157aad8494a558b9a9c30ae10ae84	5313	3597	10	18310
TR	10	2	1	GRB	SA01	378abbbb501a4053bab670e98a9eacf2	5313	3597	10	15968
TR	10	2	1	GRB	SA01	3303163feded4d1f86be0e505d0de93d	5313	3597	10	25629
TR	10	2	1	GRB	SA01	ca885802eb88448d99060d8d1d640aba	5313	3597	10	18623
TR	10	2	1	GRB	SA01	f53730c6ce4446dd9beb2cf04c8c6f3d	5313	3597	10	23483
TR	10	2	1	GRB	SA01	988e93a1748d4a51a9dfe0d15f249601	5313	3597	10	21933
TR	10	2	1	GRB	SA01	6fce2c6bd54947048b5c1fb4a4aa628a	5313	3597	10	22134
TR	10	2	1	GRB	SA01	a7026aeb08214c819ba7ed709871360c	5313	3597	10	22687
TR	10	2	1	GRB	SA01	34d245365e2d46369301efba7667850a	5313	3597	10	16291
TR	10	2	1	GRB	SA01	23b12c0ce5c741aab85d5938fe8b18b8	5313	3597	10	22797
TR	10	2	2	RND	SA01	3b6625ed65af4f1dbe5589a413c45595	6275	2331	10	23637
TR	10	2	2	RND	SA01	e6ddadf1ff0f42b1b8fc1f13ee68131b	5555	2331	10	22728
TR	10	2	2	RND	SA01	bdc23638679e4ae6a8702bb976c8ab34	5769	2331	10	21331
TR	10	2	2	RND	SA01	cd9ea772839a448ebd048416eb389f15	6022	2331	10	4647
TR	10	2	2	RND	SA01	06d9ec83ae4044c8b7483b93b5c818fa	6844	2331	10	24048
TR	10	2	2	RND	SA01	da464bcf04704afb811e4cc6ab2ed253	6217	2331	10	19933
TR	10	2	2	RND	SA01	d1d2ba0c5d2b4ccbb95f4831adc93103	6666	2331	10	21744
TR	10	2	2	RND	SA01	229b58c47e714f9a89645ef62167b4fb	6981	2331	10	21476
TR	10	2	2	RND	SA01	11e9a2621db34679ac0a35d6750fc150	6616	2331	10	21253
TR	10	2	2	RND	SA01	953c29f3b7b245dab096c34856270e41	5254	2331	10	9589
TR	10	2	2	GREEDY	SA01	caaf36258fbc4800b16bc048d16fed3a	5336	2331	10	23607
TR	10	2	2	GREEDY	SA01	1513ba6805104d9cb96106e2cab26886	4405	2331	10	22010
TR	10	2	2	GREEDY	SA01	2f5ede4aa951412082acbff90e41e7cd	4387	2331	10	19836
TR	10	2	2	GREEDY	SA01	1d0b3fbe6902426698d4b38c9c269684	4405	2331	10	19133
TR	10	2	2	GREEDY	SA01	688b7368ed7b417fa1e5395f8f08a75b	4465	2331	10	19932
TR	10	2	2	GREEDY	SA01	714af0f74d4d4a8494cbe45e5faac587	4167	2331	10	21293
TR	10	2	2	GREEDY	SA01	7227acac91fe4d6e93d52dd1fec614b8	3768	2331	10	19330
TR	10	2	2	GREEDY	SA01	4cc3a45b350542a589ad7a01f519f767	4167	2331	10	13058
TR	10	2	2	GREEDY	SA01	3c88ee8873164b3eb7c25ce7628d1761	4387	2331	10	23744
TR	10	2	2	GREEDY	SA01	3ccba93996314513bda628c4c76b4872	4226	2331	10	21153
TR	10	2	2	GREEDY_RND	SA01	4040476972804676bbc0b48e233d1501	4245	2331	10	21346
TR	10	2	2	GREEDY_RND	SA01	583bb9da512243d3aa06db2c140ffce8	6060	2331	10	23285
TR	10	2	2	GREEDY_RND	SA01	6aa843792b9b43b3801ed1a5a38cf421	5233	2331	10	20107
TR	10	2	2	GREEDY_RND	SA01	f3f7ee21dfb44324ab0b06a8824ea334	5855	2331	10	21428
TR	10	2	2	GREEDY_RND	SA01	067ad4a76361494799b28df0ac68cdaf	5222	2331	10	22265
TR	10	2	2	GREEDY_RND	SA01	ae02fe8a85ef45268f20f0094ce2a667	4966	2331	10	1366
TR	10	2	2	GREEDY_RND	SA01	ad97ba4055234949aabf9ae56477d2a3	5120	2331	10	20
TR	10	2	2	GREEDY_RND	SA01	012754f9ea004bc6a1f90e27fc70e848	5863	2331	10	21995
TR	10	2	2	GREEDY_RND	SA01	01167dd19c324026b76526d614a4d86e	5920	2331	10	19283
TR	10	2	2	GREEDY_RND	SA01	46c8461a4d9c477b9ee25e95b832a037	3186	2331	10	6872
TR	10	2	2	RND_GREEDY	SA01	bc95a15407c44c65a91c175eec891180	5164	2331	10	22905
TR	10	2	2	RND_GREEDY	SA01	f77297136e154011915f6dceefe6eccc	5033	2331	10	6291
TR	10	2	2	RND_GREEDY	SA01	8461aace645e4f989afd393c97c18afc	3536	2331	10	17446
TR	10	2	2	RND_GREEDY	SA01	0ecbe53b3de14537a6f1fb30a3df7dd1	4834	2331	10	21942
TR	10	2	2	RND_GREEDY	SA01	9e80ed246f804ce7a6e8811d69fe37de	3816	2331	10	17479
TR	10	2	2	RND_GREEDY	SA01	012014e1af254ddb962f5996b825a294	5089	2331	10	22255
TR	10	2	2	RND_GREEDY	SA01	0dfa4517d45d4b2c9f332b1dd736c6dd	5104	2331	10	21862
TR	10	2	2	RND_GREEDY	SA01	731e3eacf4d144de83b45b54369d9861	4314	2331	10	22898
TR	10	2	2	RND_GREEDY	SA01	fb428ffe7e5a4036ad09813b2d7640ba	4638	2331	10	18881
TR	10	2	2	RND_GREEDY	SA01	fffbf89b253941bb841b0d1372d483bc	4432	2331	10	20898
TR	10	2	2	PROB	SA01	3c86ba4ee522418799faffef486f81f3	5055	2331	10	17128
TR	10	2	2	PROB	SA01	2a8aab456ea94e54a140ebadcb98bc5b	6480	2331	10	20545
TR	10	2	2	PROB	SA01	e4e8b350135c4e008b4dee69b39b5908	5531	2331	10	20256
TR	10	2	2	PROB	SA01	519eb39aef1444b5919d2f0a6e98f46d	5678	2331	10	14606
TR	10	2	2	PROB	SA01	c57d0d0b1f564bc4a56f7a3313b101bc	5523	2331	10	10959
TR	10	2	2	PROB	SA01	2b05940230444e969eee0be64fe05e6c	6196	2331	10	24743
TR	10	2	2	PROB	SA01	d27a22082a954518bf79347270e05ce7	6214	2331	10	24452
TR	10	2	2	PROB	SA01	107917839adb4e9fb7e5a79a85af1507	5045	2331	10	17437
TR	10	2	2	PROB	SA01	fab6ade0235f499c9e41bb9b8dd035ff	6965	2331	10	22739
TR	10	2	2	PROB	SA01	4abb47b8a9904438aa2263dea8de8f40	6981	2331	10	19116
TR	10	2	2	GREEDY_GRB	SA01	f09d7857ca9c4bdd80b22fa82a57e3d8	2880	2331	10	19986
TR	10	2	2	GREEDY_GRB	SA01	6be6b1617b084f22a10257f690a873b5	2880	2331	10	21517
TR	10	2	2	GREEDY_GRB	SA01	44f3bbb6283a4b5ebb642e78d30a9db5	2880	2331	10	17565
TR	10	2	2	GREEDY_GRB	SA01	10e0e4a3138e4e7abe66a0ed1612d6dd	2880	2331	10	22725
TR	10	2	2	GREEDY_GRB	SA01	47dcdf774f5b47eaa514a8f69cb99c0c	2880	2331	10	16842
TR	10	2	2	GREEDY_GRB	SA01	897b97ca28ff4df58344f9d91dd222bd	2880	2331	10	20269
TR	10	2	2	GREEDY_GRB	SA01	5098bcba1c7e47b186baa7b0e16c76c0	2880	2331	10	1400
