Istance;Size;# hubs;# vehicles;initial solution;heuristics;file name - Universally Unique Identifier (UUID); objective value (initial); objective value (final);elapsed time (final);total # iterations
TR16;16;3;1;RND;SA01;fda3c5ae7b844ed1b6fa40e766f10f9a;10019;3193;30;46475
TR16;16;3;1;RND;SA01;99ed7de26854466fb471e50e3f8fc083;9758;3166;30;65888
TR16;16;3;1;RND;SA01;5620f5c28d374403b4646eaff2eb8600;9377;3166;30;63020
TR16;16;3;1;RND;SA01;90e51a2e30d94280a737bdf5108e438f;8416;3166;30;82671
TR16;16;3;1;RND;SA01;e33cad0a570e46498d78af4b4806f69c;8499;3166;30;58952
TR16;16;3;1;RND;SA01;84b9bf155a0c444295b26bfa97d5b4c8;8802;3193;30;55216
TR16;16;3;1;RND;SA01;eb148c5be3d44fad98b4495ce07b9751;9852;3193;30;86361
TR16;16;3;1;RND;SA01;b8626eb095aa44368f10ccb2fd037cdc;7092;3193;30;62140
TR16;16;3;1;RND;SA01;2ffe533261f04f7cb916a1393e0bea7f;9569;3193;30;68340
TR16;16;3;1;RND;SA01;ce69bfe88cfe4c6b896b2ea52aadffeb;8520;3193;30;65741
TR16;16;3;1;GREEDY;SA01;0df418cd209c45bb9212f2b95fceb297;5577;3193;30;69235
TR16;16;3;1;GREEDY;SA01;693674315d3c417ead84cb82f6e95a02;5963;3166;30;92122
TR16;16;3;1;GREEDY;SA01;2acadb00ed074c6db1fe629735dbba16;8062;3193;30;90847
TR16;16;3;1;GREEDY;SA01;586f3c1b9dfe483bb636a0433529d10c;6043;3193;30;58939
TR16;16;3;1;GREEDY;SA01;22665f6713cb4921b4be06e034172f6b;4645;3182;30;70626
TR16;16;3;1;GREEDY;SA01;270c34b9bd9146c9840463cd07500e09;7461;3166;30;54133
TR16;16;3;1;GREEDY;SA01;2ca1db45cfa849dcbdb568d9dd66c968;7877;3166;30;45376
TR16;16;3;1;GREEDY;SA01;bbbcf41234f346d285c7c5c1e1263c88;6045;3193;30;55674
TR16;16;3;1;GREEDY;SA01;eb78ce80b342490dad6a4e2f9103986e;4645;3193;30;58000
TR16;16;3;1;GREEDY;SA01;9b34c99bdb7a4c61b0d15aaca5d05002;7461;3166;30;44054
TR16;16;3;1;GREEDY_RND;SA01;9c769145868e450783f256b01a390536;9076;3166;30;95840
TR16;16;3;1;GREEDY_RND;SA01;8b960556f3a740a5a28b8a77fa4ab447;8859;3183;30;42647
TR16;16;3;1;GREEDY_RND;SA01;86a2376f648845f0b5e8ad2a53ba913d;9831;3166;30;50941
TR16;16;3;1;GREEDY_RND;SA01;90ded45ad7b34229ae6b1b4cce19a0ea;9351;3193;30;47350
TR16;16;3;1;GREEDY_RND;SA01;5a8b586e78a44b90808a1b137f897abf;10025;3166;30;61074
TR16;16;3;1;GREEDY_RND;SA01;f795bc2454074252a8814b2f3c04b410;7106;3193;30;48456
TR16;16;3;1;GREEDY_RND;SA01;699fa0d90eba4f7c90203329ae4deb2d;8421;3166;30;72894
TR16;16;3;1;GREEDY_RND;SA01;d125295cf601498880cf553342f1242e;8590;3182;30;67859
TR16;16;3;1;GREEDY_RND;SA01;2ad544926d2341f492ec30861a2f7e9b;8566;3166;30;46220
TR16;16;3;1;GREEDY_RND;SA01;2464c7ed791c47a8a8db0d9e6f6a5e11;9533;3193;30;30004
TR16;16;3;1;RND_GREEDY;SA01;6d956f5f12a344ea80655a1bb9b2227c;4412;3260;30;60817
TR16;16;3;1;RND_GREEDY;SA01;486f4c5cca044d1d8ae6172d1108db24;10135;3166;30;54172
TR16;16;3;1;RND_GREEDY;SA01;247a81b4d9e044369b36d2abeb83ac56;9737;3166;30;57760
TR16;16;3;1;RND_GREEDY;SA01;f135654ac2d6451a9a9e61dc8f212e08;5679;3166;30;48097
TR16;16;3;1;RND_GREEDY;SA01;544d6cad1b20477e9c7fb5620446ef35;8468;3166;30;49342
TR16;16;3;1;RND_GREEDY;SA01;2193bb443ca342a69dd5650c17a62a48;9625;3166;30;70385
TR16;16;3;1;RND_GREEDY;SA01;444bfc3a89334ea6b7dd566805188115;7045;3193;30;59583
TR16;16;3;1;RND_GREEDY;SA01;d30175c16e2344d2b3817de762033645;6601;3193;30;47957
TR16;16;3;1;RND_GREEDY;SA01;c3b608186dc54af68529ba1f318cda4d;7758;3183;30;63315
TR16;16;3;1;RND_GREEDY;SA01;f7e4e4d605bc4d099a5863092c06895b;6816;3166;30;70585
TR16;16;3;1;PROB;SA01;408d594df47f4b2db68c729df11e4426;7183;3193;30;78032
TR16;16;3;1;PROB;SA01;ca4211595ff34e969f63c497d76e690a;8787;3166;30;48598
TR16;16;3;1;PROB;SA01;c683b9dee09646f8977ddddbd2f46ebe;6580;3183;30;47517
TR16;16;3;1;PROB;SA01;bc359a67295b4f8dae0f9e87e3958c49;7653;3182;30;52157
TR16;16;3;1;PROB;SA01;1acf3416e87a4aeea1cf8c7daa34561b;7694;3193;30;52915
TR16;16;3;1;PROB;SA01;e38fb695ab6f4fd9ade05d7f0e51d771;10978;3193;30;49008
TR16;16;3;1;PROB;SA01;d81b16b6e2f74aeea1db2f2a3c7c03a4;8357;3193;30;53547
TR16;16;3;1;PROB;SA01;0d4f974d99f84605a9a6dbb999a2165d;10157;3182;30;58161
TR16;16;3;1;PROB;SA01;52e1308e65ba478db167902bbae8e39a;5964;3183;30;73467
TR16;16;3;1;PROB;SA01;a280cc93288c46ffb075c2dc6eab4075;7714;3166;30;61884
TR16;16;3;1;GREEDY_GRB;SA01;41a13ad3197a4cf182bad85f804f304d;4157;3182;30;81031
TR16;16;3;1;GREEDY_GRB;SA01;796df56ebb484f74a5e99a4c127b8db7;4157;3193;30;48237
TR16;16;3;1;GREEDY_GRB;SA01;8aa7df698454457ba87756714fb2b940;4157;3193;30;43941
TR16;16;3;1;GREEDY_GRB;SA01;092d6fb2d8a44c26a25613d5d1912425;4157;3166;30;76726
TR16;16;3;1;GREEDY_GRB;SA01;c31cb35dd70848ae8d59af5efaebc64f;4157;3166;30;43728
TR16;16;3;1;GREEDY_GRB;SA01;a5c58f8a6eb24594a797e5bcd6ff4457;4157;3193;30;56124
TR16;16;3;1;GREEDY_GRB;SA01;9d788d357f444fb38fb0c16c96c36219;4157;3183;30;127095
TR16;16;3;1;GREEDY_GRB;SA01;0e4494bbd0a449ddb58d6b52c4a26690;4157;3166;30;69854
TR16;16;3;1;GREEDY_GRB;SA01;d47a452184a34d0294e899f4007ef17d;4157;3166;30;75905
TR16;16;3;1;GREEDY_GRB;SA01;e192ae16e1604f259db084e57c7a3778;4157;3202;30;72403
TR16;16;3;1;GRB;SA01;e6c86caf6e6b487796b057554b3ab361;4625;3182;30;68525
TR16;16;3;1;GRB;SA01;a3f3f5f70c2e4d359b65d89eaa43978d;4625;3166;30;70564
TR16;16;3;1;GRB;SA01;5c0d8fd79f9e40faa27fe77e71af664d;4625;3166;30;82257
TR16;16;3;1;GRB;SA01;9886c138ab654f9d8722e334e4d54a74;4625;3166;30;51619
TR16;16;3;1;GRB;SA01;4b3615fc3a754028a37982c5f194bef3;4625;3182;30;69879
TR16;16;3;1;GRB;SA01;e272ea3b80744e26ba22898dec89c529;4625;3166;30;60254
TR16;16;3;1;GRB;SA01;36fd6e740fe74f99994ccc8988ac5a08;4625;3193;30;76214
TR16;16;3;1;GRB;SA01;a48fb77bd06748c2b390ba615e9a07e3;4625;3193;30;56760
TR16;16;3;1;GRB;SA01;59fc6f3148e947ae9f0066990e191667;4625;3193;30;63390
TR16;16;3;1;GRB;SA01;17110c336e0c4de9acffc37fa42bb7e7;4625;3182;30;52276
TR16;16;3;2;RND;SA01;95f42cc245fd4650a33fb81094f6af17;7246;2057;30;68583
TR16;16;3;2;RND;SA01;c6121736d9ac472db7bf47d124bf8fd6;7218;2067;30;78520
TR16;16;3;2;RND;SA01;10d08bedc4f94c8ab3d4e551e6589a49;9073;2067;30;85289
TR16;16;3;2;RND;SA01;ac306762cfee428fb7d4172a501df784;7573;2067;30;116807
TR16;16;3;2;RND;SA01;3e1baf4cc3da4d52b8140a031bfd1e68;6340;2101;30;53646
TR16;16;3;2;RND;SA01;264b827f24dc466d8e1a54892ed64793;7390;2067;30;100517
TR16;16;3;2;RND;SA01;f48fed20051d4cb8a96a80a68ffc715b;7684;2057;30;74941
TR16;16;3;2;RND;SA01;b3e8c541065342a3b5e2908b81879329;7872;2057;30;79144
TR16;16;3;2;RND;SA01;f1d98d3195e5490183d5d6eabf5fbdde;6677;2067;30;83915
TR16;16;3;2;RND;SA01;440cf5197dd64380ab04bde56695e232;6941;2067;30;101092
TR16;16;3;2;GREEDY;SA01;bc6fd5f9cac9483a962369a09356b96a;5861;2067;30;74984
TR16;16;3;2;GREEDY;SA01;221f32bbe7e44da5aeae2da49af81f5a;5180;2067;30;75494
TR16;16;3;2;GREEDY;SA01;6afe63f0088140ec9ea994be165589e4;5730;2057;30;78261
TR16;16;3;2;GREEDY;SA01;02961d624013462aae922a3449ef838c;5649;2067;30;56565
TR16;16;3;2;GREEDY;SA01;42725dcc1dab46949bc96d0185d25995;5546;2067;30;93936
TR16;16;3;2;GREEDY;SA01;741b056f344a4f7f903494f7a5f103c5;5784;2057;30;72511
TR16;16;3;2;GREEDY;SA01;426562bb962c4e7f9ea8c413a2541341;5784;2057;30;70048
TR16;16;3;2;GREEDY;SA01;0635af211bf8447085bdd0a5a151f01c;4413;2057;30;67056
TR16;16;3;2;GREEDY;SA01;45fe49c943154f518547cf1078ede944;5898;2171;30;90916
TR16;16;3;2;GREEDY;SA01;e6bca33e1c714c8090a399d6bd7c58b9;6983;2067;30;78751
TR16;16;3;2;GREEDY_RND;SA01;bdcb8b1f7184435e8a76f8c375c9c28b;7362;2067;30;121957
TR16;16;3;2;GREEDY_RND;SA01;48352215faf141e49d5f9714c2db19d9;7597;2178;30;99628
TR16;16;3;2;GREEDY_RND;SA01;e9cc13ca5d134e5c813604c36f3c1a3f;6341;2156;30;121082
TR16;16;3;2;GREEDY_RND;SA01;f34743e8471247e09bd29a7092d42db0;6523;2067;30;68991
TR16;16;3;2;GREEDY_RND;SA01;0dfa0d3add394bf4a4c3fa3d8df481f6;8293;2057;30;60624
TR16;16;3;2;GREEDY_RND;SA01;8841bb230c4640ae8b88de245a7dde0a;5797;2067;30;86595
TR16;16;3;2;GREEDY_RND;SA01;6f1841aa7e1d407fa6faa02c8315e160;6944;2067;30;87209
TR16;16;3;2;GREEDY_RND;SA01;15852cf0b54e498ebb6e76cad3e65851;6173;2067;30;79702
TR16;16;3;2;GREEDY_RND;SA01;d894513469dc4f5591c430fc9270f676;5619;2057;30;98439
TR16;16;3;2;GREEDY_RND;SA01;ff2845d72c4e46e69de7c03cfd062321;5842;2067;30;95408
TR16;16;3;2;RND_GREEDY;SA01;f0bdff332b304e3ca24bb0dd9beedbed;4928;2057;30;54537
TR16;16;3;2;RND_GREEDY;SA01;4ab7d35943634873a1a1db19e8ed3da7;4581;2057;30;104243
TR16;16;3;2;RND_GREEDY;SA01;14fa8c290c204192ab7e9dd38860f08b;6333;2156;30;99150
TR16;16;3;2;RND_GREEDY;SA01;f4cd0802fa5840ee96c2051aa913f26d;6580;2067;30;66727
TR16;16;3;2;RND_GREEDY;SA01;aedefe24b862461fa5f1a12810b359f4;5362;2178;30;105674
TR16;16;3;2;RND_GREEDY;SA01;205ac3433c0c46e2a48d9fdf8e961cfc;4435;2149;30;44840
TR16;16;3;2;RND_GREEDY;SA01;d9b3f8fed6a34c398baaa6582b5eeed2;5055;2057;30;71557
TR16;16;3;2;RND_GREEDY;SA01;1e26f18b3f48449d947d71abe07f2c64;4336;2067;30;106089
TR16;16;3;2;RND_GREEDY;SA01;482e14c13f254676aff0d3026db4b5d4;5781;2057;30;70971
TR16;16;3;2;RND_GREEDY;SA01;619a886fc51945148bb91d10b7538e42;5338;2067;30;54639
TR16;16;3;2;PROB;SA01;18293bd8c2154e61be4a8f5ee5a3ad2b;6272;2067;30;62895
TR16;16;3;2;PROB;SA01;3de58219104343c6b4f55acd803b2565;7424;2067;30;60161
TR16;16;3;2;PROB;SA01;b7611e1f747b4edc8e5fda08eb1af3ae;7476;2067;30;87723
TR16;16;3;2;PROB;SA01;651004f1de8b41589922033d182fa81c;7390;2057;30;67302
TR16;16;3;2;PROB;SA01;47a8aeb1f99e4fadaca8acdd435ad558;5922;2057;30;100923
TR16;16;3;2;PROB;SA01;4f53c48bb7c34346b4cc4592b6894959;6529;2067;30;72408
TR16;16;3;2;PROB;SA01;43e169635c7e4740b96643053e2b5537;7313;2057;30;56675
TR16;16;3;2;PROB;SA01;4cbbf2b5fefd4d4c8a82984506a5e12f;6339;2057;30;77866
TR16;16;3;2;PROB;SA01;d60a29f4a924425a9ae68439b80e3f32;6884;2057;30;110860
TR16;16;3;2;PROB;SA01;c3372b16ae9048a7acbd3e8aace5d012;6214;2067;30;77776
TR16;16;3;2;GREEDY_GRB;SA01;2b9aecdb73904b36b971059d8df301b9;3051;2178;30;86396
TR16;16;3;2;GREEDY_GRB;SA01;47c7411acbb54fc8898059a9c8d00cb0;3051;2067;30;53061
TR16;16;3;2;GREEDY_GRB;SA01;915728ca78b7422d9bf9618a2c41a9f2;3051;2067;30;87069
TR16;16;3;2;GREEDY_GRB;SA01;bfb5d1f58fe1490b8480a79cf519fc0c;3051;2057;30;88495
TR16;16;3;2;GREEDY_GRB;SA01;feb3c84ce5b349baa23fb9fb0bc42835;3051;2057;30;65721
TR16;16;3;2;GREEDY_GRB;SA01;78407b4260bc47bd95db09c1aa41e3be;3051;2067;30;94696
TR16;16;3;2;GREEDY_GRB;SA01;7a21914f31fa48b4b32ee59574d464a3;3051;2057;30;93651
TR16;16;3;2;GREEDY_GRB;SA01;dc42da43eb454a5abccb7ebcc83e6643;3051;2057;30;74787
TR16;16;3;2;GREEDY_GRB;SA01;8c3f787b3fd44ea6a3e26abf6ea16a75;3051;2067;30;71457
TR16;16;3;2;GREEDY_GRB;SA01;945e27ec27e24c86a9d760720ae1a6dd;3051;2057;30;65121
TR16;16;3;2;GRB;SA01;b63f877e3295430f83d39a8e5bb7a44f;3865;2178;30;58784
TR16;16;3;2;GRB;SA01;7b214403e52b4abeac9a7a819a6e213d;3865;2057;30;87546
TR16;16;3;2;GRB;SA01;ae4fe0779d6e46ee9f072a938e767986;3865;2057;30;64941
TR16;16;3;2;GRB;SA01;0f8aadbf4ec84061a3ea0214ee37f2e8;3865;2067;30;238703
TR16;16;3;2;GRB;SA01;6da4cea52b1449e89e0cfc8092f7efbd;3865;2067;30;63260
TR16;16;3;2;GRB;SA01;d7576b51c2794d52abae5df72a4d34e9;3865;2057;30;87823
TR16;16;3;2;GRB;SA01;967d6bddb109477daf8fc1ad5dcc8e63;3865;2067;30;66082
TR16;16;3;2;GRB;SA01;299b0dc4dbf54a5eba43a50284afbb53;3865;2057;30;75654
TR16;16;3;2;GRB;SA01;78a7b87cf09246b6979a3842897a0975;3865;2057;30;78386
TR16;16;3;2;GRB;SA01;5c02d9f524044c6a86396d66f676e5b6;3865;2067;30;84566
TR16;16;3;3;RND;SA01;048f5d90999a4b9f8e31c4680dce9b3f;6806;1758;30;120676
TR16;16;3;3;RND;SA01;c6eaaa9a22e84f92bdbf2cda263ca329;5651;1758;30;94018
TR16;16;3;3;RND;SA01;ad6d8831884d4e8799db75ddef4788bd;5189;1758;30;155850
TR16;16;3;3;RND;SA01;fcda751aeb9d4530a8afac10668742a3;4704;1781;30;95146
TR16;16;3;3;RND;SA01;59bdbb1a6f054dbc8437c4c5a2e92f2f;4266;1781;30;98339
TR16;16;3;3;RND;SA01;00af32bf08b442f0a7797b26b8356432;3746;1781;30;54966
TR16;16;3;3;RND;SA01;b61f4e403068412c800343d2c1ba4c57;4607;1798;30;85303
TR16;16;3;3;RND;SA01;fce9a2de9483404693e5e2e1b85c6022;6281;1781;30;109254
TR16;16;3;3;RND;SA01;da12dc3e2a3f42f9950771781f030848;4103;1781;30;89356
TR16;16;3;3;RND;SA01;9c6e2322ca18460492becbaeddc4a39c;4175;1798;30;78798
TR16;16;3;3;GREEDY;SA01;a1a617d63338494099dc4f91441393c3;3434;1758;30;457836
TR16;16;3;3;GREEDY;SA01;bcb00991de3a4ac1bdbb24f93a469ca0;3987;1861;30;409308
TR16;16;3;3;GREEDY;SA01;4733653dea0f490c81b4a602b4bb22d8;4563;1781;30;114913
TR16;16;3;3;GREEDY;SA01;fb56ccd63e6c498f94e50a88deaf8c62;3750;1781;30;113952
TR16;16;3;3;GREEDY;SA01;97bd34789be04427b879cc16a0e49320;2869;1758;30;93635
TR16;16;3;3;GREEDY;SA01;ff5708ba33fa4dadbc615c2dea6b40a5;3750;1798;30;472209
TR16;16;3;3;GREEDY;SA01;3099b9c77c8f40f08ad4d1463b6791c8;2755;1781;30;100847
TR16;16;3;3;GREEDY;SA01;1352a6cc25034abab86747b0e6526b84;4198;1781;30;96611
TR16;16;3;3;GREEDY;SA01;bfb3025c6edc464aa777bda25dd586c8;3434;1781;30;82757
TR16;16;3;3;GREEDY;SA01;1d38458aad234ecca06d58af71bd73aa;4735;1781;30;71792
TR16;16;3;3;GREEDY_RND;SA01;4c32b356ebd54e3f9eb8d921df3836f2;6411;1781;30;83551
TR16;16;3;3;GREEDY_RND;SA01;6df75e97694d4e3ea3dd3fc51481bd1b;4728;1781;30;105765
TR16;16;3;3;GREEDY_RND;SA01;9be87febd0184e6599f07bbf7550bb45;4369;1781;30;85358
TR16;16;3;3;GREEDY_RND;SA01;619e232d641142258ba72c2dda0ef517;3770;1781;30;80875
TR16;16;3;3;GREEDY_RND;SA01;3a321ce4ed974ba9b837593b76688725;5057;1781;30;100674
TR16;16;3;3;GREEDY_RND;SA01;7f678134e76d467aaa933d12fe767068;4845;1758;30;213173
TR16;16;3;3;GREEDY_RND;SA01;df53f1523ed74d848debf810fdd63aa4;6536;1781;30;79548
TR16;16;3;3;GREEDY_RND;SA01;d3061aae4ccf4208b9c74cc854ce66bb;4410;1758;30;110164
TR16;16;3;3;GREEDY_RND;SA01;4365913556d049d38b7d8bb765752f71;4024;1758;30;112949
TR16;16;3;3;GREEDY_RND;SA01;115e2ebf80a34af69c965fff29842f17;3899;1798;30;73156
TR16;16;3;3;RND_GREEDY;SA01;7bafd9d41fbb466ba72187561ba14961;3407;1758;30;83725
TR16;16;3;3;RND_GREEDY;SA01;b569941f34744189b10569a7e305894c;3893;1798;30;114864
TR16;16;3;3;RND_GREEDY;SA01;e6fd7a88808e4fd0804f4b29a08f23a6;3304;1798;30;126049
TR16;16;3;3;RND_GREEDY;SA01;d84d721d85e943d8a470ffb8c59b0601;4054;1781;30;81411
TR16;16;3;3;RND_GREEDY;SA01;8149e96b7aea49dda9cb0560a37431c7;3877;1818;30;95465
TR16;16;3;3;RND_GREEDY;SA01;bd5f671fac7e4bbaadc68af01dd207af;3990;1798;30;78452
TR16;16;3;3;RND_GREEDY;SA01;034c1de8576f4a05a549d3414cd7879d;3447;1758;30;213497
TR16;16;3;3;RND_GREEDY;SA01;415ebcb8833b4c72872e3c0f4c89055f;4294;1798;30;106882
TR16;16;3;3;RND_GREEDY;SA01;dcb96335843d487ea7ece48fa8afc5d8;4424;1798;30;83613
TR16;16;3;3;RND_GREEDY;SA01;a83dabfef1e64069a3a7c942e3f470de;4055;1781;30;63817
TR16;16;3;3;PROB;SA01;3838e4510fd64ba78662ae87ce3723b8;4167;1781;30;90162
TR16;16;3;3;PROB;SA01;f7ebe3463d624604934acf17ea8c819e;6225;1781;30;107656
TR16;16;3;3;PROB;SA01;5498368a1f3f425ba7209b060873e7a0;5394;1781;30;71712
TR16;16;3;3;PROB;SA01;285d467532414793bd91a1d4f9320d96;6095;1798;30;107771
TR16;16;3;3;PROB;SA01;976c2c6afc3d4497b0633e3bd5b1850b;5442;1781;30;106869
TR16;16;3;3;PROB;SA01;cd8e2904a93f4537a563dba6c30b48e6;4542;1781;30;128384
TR16;16;3;3;PROB;SA01;75b43edbad05492b8f7e88cf515d1595;4555;1781;30;67522
TR16;16;3;3;PROB;SA01;f0322a6080ed499a94921f7ac96ee89f;5173;1798;30;114421
TR16;16;3;3;PROB;SA01;f9372de2b33f4e5fa8e3204db30653de;5119;1781;30;101166
TR16;16;3;3;PROB;SA01;948de1e5a5894f6f97b852dd51689a3d;4327;1781;30;93555
TR16;16;3;3;GREEDY_GRB;SA01;4b100ce397404402b859abab0359af14;2388;1781;30;84851
TR16;16;3;3;GREEDY_GRB;SA01;5b09e2a60b5d4805bbeb8c227f350d02;2388;1781;30;67616
TR16;16;3;3;GREEDY_GRB;SA01;96d7d84597a24849959e6aecf6c5c84d;2388;1758;30;155693
TR16;16;3;3;GREEDY_GRB;SA01;efe0d6c461e24b09a0f611c1d1c52739;2388;1781;30;90906
TR16;16;3;3;GREEDY_GRB;SA01;ef05a947b09b49d4a16edb9a01ec5578;2388;1781;30;108090
TR16;16;3;3;GREEDY_GRB;SA01;ff3f5e908a0d40bc8bc97193216dade4;2388;1781;30;51877
TR16;16;3;3;GREEDY_GRB;SA01;a7cf6e6737f64996b73b1c9dcf52b133;2388;1758;30;119744
TR16;16;3;3;GREEDY_GRB;SA01;c34d6ce9d3594857bba0b2e95b0d5c4a;2388;1758;30;83012
TR16;16;3;3;GREEDY_GRB;SA01;e390dd7b05014e4fb0c1e1f609d8ee1d;2388;1798;30;86013
TR16;16;3;3;GREEDY_GRB;SA01;db2bcc104b2d4a4f864fbb5f3fe90237;2388;1758;30;128625
TR16;16;3;3;GRB;SA01;fc1258ce92d743b8902ae1def5230269;2684;1781;30;68571
TR16;16;3;3;GRB;SA01;848335d854d84e40a0105a883d48ce4e;2684;1818;30;103740
TR16;16;3;3;GRB;SA01;4bf99b9abf4f452594128fdbd76725dc;2684;1805;30;121816
TR16;16;3;3;GRB;SA01;a5aaf62432df4243bbfc04cefb7998c1;2684;1781;30;100196
TR16;16;3;3;GRB;SA01;6cc4c58ba6fc415bbd22a4648433f8aa;2684;1848;30;90905
TR16;16;3;3;GRB;SA01;023df66a3b7d40918634b75adc921809;2684;1798;30;129136
TR16;16;3;3;GRB;SA01;b9d4ae0d2808436190feae9b8005c0c5;2684;1798;30;68556
TR16;16;3;3;GRB;SA01;85e6f54de1174279b8281767a2e924c8;2684;1798;30;88305
TR16;16;3;3;GRB;SA01;615ab20331b94461b1a20a96eb6b8ce7;2684;1758;30;156011
TR16;16;3;3;GRB;SA01;a255d59dce3b44838a777fd610b9ac78;2684;1781;30;101082
TR16;16;4;1;RND;SA01;d39e6c8d03d5490ea25c78c9ba362ad1;8100;2399;30;67612
TR16;16;4;1;RND;SA01;9ee7bcaeb0c4435fbf5c31d7a8ffed28;9864;2399;30;113415
TR16;16;4;1;RND;SA01;d37e63392eda4f8897812d14b8725fda;7564;2399;30;62035
TR16;16;4;1;RND;SA01;0357f80844a1475db222e69d98d5a2da;9539;2399;30;40150
TR16;16;4;1;RND;SA01;9f7b6adc1a5f4d5785df8050b269a579;7338;2399;30;125782
TR16;16;4;1;RND;SA01;b1806eea20564f38be3108e0cf9c1139;9162;2399;30;50488
TR16;16;4;1;RND;SA01;c38c345065ee4122ae02d360d89c3cb8;6492;2399;30;53798
TR16;16;4;1;RND;SA01;c6613102851d4e5a97d481c8d3afc95d;7283;2399;30;47674
TR16;16;4;1;RND;SA01;8b9164b107434937bf0454a22c57773d;8700;2502;30;54066
TR16;16;4;1;RND;SA01;4467675965a34f68bc53de096a4d29c6;6828;2399;30;51962
TR16;16;4;1;GREEDY;SA01;a16e2d4e78fc4237a370817c0aa1f8b2;5862;2524;30;59682
TR16;16;4;1;GREEDY;SA01;902db541c2a3438f9cec9f469b9a981b;6316;2502;30;41834
TR16;16;4;1;GREEDY;SA01;37d3c2c00a224c91a85e507fae8c88f5;5439;2399;30;50181
TR16;16;4;1;GREEDY;SA01;6b928891f60946aaa4570ca7f1d022f1;5464;2399;30;78764
TR16;16;4;1;GREEDY;SA01;d3f8ce065692473fa45b9ae2d0ac4156;6277;2502;30;72968
TR16;16;4;1;GREEDY;SA01;cebe2495e78b4b6f84559597c7b49b1d;7156;2399;30;80415
TR16;16;4;1;GREEDY;SA01;e8d9bfb0d94747b397a4c2c4b8d7007b;7096;2399;30;51737
TR16;16;4;1;GREEDY;SA01;6c67e8c6a76c4f75ad929f460eec2301;7457;2502;30;54126
TR16;16;4;1;GREEDY;SA01;77444c7d84264c1e823d3eb61e279c5f;4597;2399;30;60568
TR16;16;4;1;GREEDY;SA01;1a0e3eb221194a548b51ebfabab0628f;6186;2502;30;78336
TR16;16;4;1;GREEDY_RND;SA01;98b0b117d856484d88e645350e8ffd17;6684;2502;30;51317
TR16;16;4;1;GREEDY_RND;SA01;efb160edf38c49d3849d35cf123661fd;6087;2399;30;63858
TR16;16;4;1;GREEDY_RND;SA01;b194bce18fa0426a9a9fe368ac2dc4b0;9905;2502;30;63277
TR16;16;4;1;GREEDY_RND;SA01;c89d7a1f12fd470aa6a60b1575c7e260;7452;2502;30;58822
TR16;16;4;1;GREEDY_RND;SA01;a25446ae0e68481d9b325f66e16da11f;6823;2399;30;47254
TR16;16;4;1;GREEDY_RND;SA01;db31e75e30514176b0cd1be3d9f8969b;9600;2502;30;59107
TR16;16;4;1;GREEDY_RND;SA01;f44ab4da0d5443bb88fd92acd13e9235;5138;2399;30;116284
TR16;16;4;1;GREEDY_RND;SA01;0f67433c254a4fadabbf627f3a23f8ec;6235;2399;30;57475
TR16;16;4;1;GREEDY_RND;SA01;ff0c8d2d1db54848a550472b81b33a47;6189;2502;30;70320
TR16;16;4;1;GREEDY_RND;SA01;e458e8ec00794e7fb4b378929a6a8082;6820;2399;30;64145
TR16;16;4;1;RND_GREEDY;SA01;e40156ace950484193a8a2c15a85b412;5736;2399;30;74474
TR16;16;4;1;RND_GREEDY;SA01;72be4240b7104ea1af38b8618cf79023;6382;2502;30;60784
TR16;16;4;1;RND_GREEDY;SA01;70c8c06464f34efeb7c650ea914cb95b;7281;2399;30;55956
TR16;16;4;1;RND_GREEDY;SA01;6944215223fa44ffbfaea7f927e8d646;4586;2399;30;61722
TR16;16;4;1;RND_GREEDY;SA01;be676d4485444dc2a0f2bc5f5f46592c;6713;2502;30;61031
TR16;16;4;1;RND_GREEDY;SA01;76c70db2e8b44ab3a90a07a39b105066;5975;2399;30;61808
TR16;16;4;1;RND_GREEDY;SA01;65ffd7bec9304f6fa459bc6e0afd9539;5640;2399;30;48568
TR16;16;4;1;RND_GREEDY;SA01;d8fabb527a6b4bc09495f0ac6807b555;5457;2399;30;61358
TR16;16;4;1;RND_GREEDY;SA01;edac167812a349cda68e93367f5840fe;4895;2399;30;84913
TR16;16;4;1;RND_GREEDY;SA01;fda31809f4df4d9fbb0466a3ef9c6dc0;6895;2399;30;48405
TR16;16;4;1;PROB;SA01;52c979255484448a93e3ee84906e71e9;6791;2502;30;51232
TR16;16;4;1;PROB;SA01;1055edcfc55f457aa9f023da32c232c8;6404;2399;30;61290
TR16;16;4;1;PROB;SA01;de8dde88fc754749bb0331736c2fe5a4;8200;2502;30;66642
TR16;16;4;1;PROB;SA01;0953b3a8be9b4854a7cb4a9a96a522fb;8168;2399;30;61373
TR16;16;4;1;PROB;SA01;cb5823743fc844c7a4a3d4b1f4008055;6498;2399;30;42952
TR16;16;4;1;PROB;SA01;9116bc30fdf44236833b2705fe31e89c;7885;2399;30;38968
TR16;16;4;1;PROB;SA01;bb4561ab34c641aa86a5e1fbe78211de;8052;2524;30;62887
TR16;16;4;1;PROB;SA01;c7be0b3f36b447458b1522ac6e40d2cc;8542;2399;30;120606
TR16;16;4;1;PROB;SA01;08ada4c43ea64f1c97cc2039c55583bb;7703;2399;30;56978
TR16;16;4;1;PROB;SA01;9c2bdeb2c2344944979e30735ae4c5bc;9265;2399;30;71485
