Istance;Size;# hubs;# vehicles;initial solution;heuristics;file name - Universally Unique Identifier (UUID); objective value (initial); objective value (final);elapsed time (final);total # iterations
TR;10;3;1;PROB;SA01;79adc2f406664b1e9734403bab2e7ace;8202;2651;10;22847
TR;10;3;1;GREEDY_GRB;SA01;bf1de0237e0c42c19ed2a998c57df61a;3878;2651;10;21911
TR;10;3;1;GREEDY_GRB;SA01;a04964174cb848b59caabc07b1c8bbe3;3878;2651;10;21050
TR;10;3;1;GREEDY_GRB;SA01;97b3815d918f43f3841a22e51a2832d3;3878;2651;10;21429
TR;10;3;1;GREEDY_GRB;SA01;678cfd9a580449acb1ec4357eca23ca4;3878;2651;10;23257
TR;10;3;1;GREEDY_GRB;SA01;1d6f9bbd3d564f6ea9a641539af1a711;3878;2651;10;18660
TR;10;3;1;GREEDY_GRB;SA01;57a77afcc7c74c01a75588de5c0a9d19;3878;2651;10;23703
TR;10;3;1;GREEDY_GRB;SA01;e98d18c10a2f41a688abab5fa4b74686;3878;2651;10;19724
TR;10;3;1;GREEDY_GRB;SA01;5ebea4c7838d4aecaead6c32512a107b;3878;2651;10;18297
TR;10;3;1;GREEDY_GRB;SA01;9ed0f19f008142dbacccf95b2b61c467;3878;2651;10;16051
TR;10;3;1;GREEDY_GRB;SA01;10a975b2615647dcb165ef6aac59be35;3878;2651;10;36427
TR;10;3;1;GRB;SA01;4951cc4cf1c743c6b93671d1260a1973;4025;2651;10;63
TR;10;3;1;GRB;SA01;854278534b7f45deb0fdf5f1e1372b6c;4025;2651;10;24155
TR;10;3;1;GRB;SA01;019176e7f00b4490826c7fff894503e0;4025;2651;10;21897
TR;10;3;1;GRB;SA01;b25b87b8dab64c9fbd84c552848d7311;4025;2651;10;21673
TR;10;3;1;GRB;SA01;4aec5693ca514319ba859895cfac1c75;4025;2651;10;20145
TR;10;3;1;GRB;SA01;f41930020c8d4d0c81aca1ee16eb0f6d;4025;2651;10;22129
TR;10;3;1;GRB;SA01;ee8796aa11d74018a89598d946fdc5d3;4025;2651;10;16
TR;10;3;1;GRB;SA01;6a85ef5fbb0e48238f18505342e0b0d2;4025;2651;10;22443
TR;10;3;1;GRB;SA01;69a30aadeb26469885bb77b16e26a933;4025;2651;10;23469
TR;10;3;1;GRB;SA01;5ae237d321194141a0dfbd170c694902;4025;2651;10;18273
TR;15;2;1;RND;SA01;27f8857fd6cb4cd898b985bd781566b7;9729;4128;30;55662
TR;15;2;1;RND;SA01;61c418c4312e4550aa70e83ed6f20d4a;11517;4128;30;48022
TR;15;2;1;RND;SA01;cd8aad32fea746a59d64a8a4123227ef;12636;4128;30;34257
TR;15;2;1;RND;SA01;f0add137e9a14f848e2e364011735cd7;8611;4128;30;91643
TR;15;2;1;RND;SA01;617043ec53d74d6f83d01db318b73f75;10302;4288;30;43528
TR;15;2;1;RND;SA01;e4663d6dc6b84a51a8bf13f90c5c8e5e;12773;4242;30;40886
TR;15;2;1;RND;SA01;ab8f9daad11e4bf3be7ca33abd98f124;8323;4301;30;63474
TR;15;2;1;RND;SA01;8bccb0da02e04d9c83c83ca1197577cf;11347;4271;30;39394
TR;15;2;1;RND;SA01;3446720b69074273b0790b74f632b6b4;11595;4128;30;49778
TR;15;2;1;RND;SA01;fd67030668dc4418b0796f9a6c85b0af;9549;4194;30;32027
TR;15;2;1;GREEDY;SA01;81499424876a4eba84fa08ce827acda2;8030;4128;30;43375
TR;15;2;1;GREEDY;SA01;b9a1d879821142fdb6a691d7da4dcb33;8779;4271;30;45549
TR;15;2;1;GREEDY;SA01;9af178793ae24e06a50e8ff9db733dba;8797;4128;30;56343
TR;15;2;1;GREEDY;SA01;6d52e1d5d7fd448a9b809fb1cc804aa3;9012;4128;30;40758
TR;15;2;1;GREEDY;SA01;d1e446769d7343489e7ac1cedaaf42d4;7318;4128;30;52186
TR;15;2;1;GREEDY;SA01;8f39d6d32f0d48bf861c79f0258964ec;9012;4128;30;32361
TR;15;2;1;GREEDY;SA01;dfd587c699cb43718306fcceb201b5aa;7318;4128;30;40053
TR;15;2;1;GREEDY;SA01;5e0703849b7649b4971a8ee0a8837cf8;9012;4128;30;31039
TR;15;2;1;GREEDY;SA01;8cb59722f0c84f2b99a7f98380de54b5;6580;4271;30;53913
TR;15;2;1;GREEDY;SA01;15e24bd5685f469d98a001a70c5009cc;7068;4271;30;35494
TR;15;2;1;GREEDY_RND;SA01;ec15a2f249d647aab22b8b420f06b10d;8631;4128;30;61263
TR;15;2;1;GREEDY_RND;SA01;ee4d26dbb0ce4959808168cebbec6dbd;12009;4271;30;34202
TR;15;2;1;GREEDY_RND;SA01;085a82455d494e7b948b1eb3ccdb4bf4;12602;4288;30;68506
TR;15;2;1;GREEDY_RND;SA01;1fc6d2406d7c400ca28a5932872b9935;9814;4128;30;34424
TR;15;2;1;GREEDY_RND;SA01;e9a17e68b665460697dc55ff0ac9e3d3;9095;4128;30;60618
TR;15;2;1;GREEDY_RND;SA01;74d01639eb714bb99c634060ce2cbe3c;12113;4128;30;45022
TR;15;2;1;GREEDY_RND;SA01;abddc28188b842e0bf849600716c65ee;9551;4128;30;42157
TR;15;2;1;GREEDY_RND;SA01;8aedc18475004c00ac3e8684771463a0;11823;4128;30;50237
TR;15;2;1;GREEDY_RND;SA01;cd13073ed88145ce8b4c32194b00e298;11221;4128;30;55291
TR;15;2;1;GREEDY_RND;SA01;36dd3f9feae14877a9182eb1f8a641da;11341;4128;30;39107
TR;15;2;1;RND_GREEDY;SA01;935aba21ab5f41e49c0ad15e813ad548;6908;4267;30;41975
TR;15;2;1;RND_GREEDY;SA01;1a43bb4fbf7d437e9767f75bed7d2434;9402;4271;30;44089
TR;15;2;1;RND_GREEDY;SA01;ce2063262bc1463e9bda4c87e342343d;6844;4271;30;42581
TR;15;2;1;RND_GREEDY;SA01;be9671c387a748b58fb616235a0b4626;7604;4301;30;50866
TR;15;2;1;RND_GREEDY;SA01;c71ce53b29fa4775bc68133fbc8abf0a;7700;4271;30;24194
TR;15;2;1;RND_GREEDY;SA01;79d2a109efa842c1aaf27145c53534e1;8132;4336;30;44878
TR;15;2;1;RND_GREEDY;SA01;7fa6e50383f145ae84c8912ce373d3ff;7728;4271;30;52270
TR;15;2;1;RND_GREEDY;SA01;d6b04ed5065e4303b467af1e211fd636;8914;4271;30;42625
TR;15;2;1;RND_GREEDY;SA01;6dc3422655764aa4acd763d31685888b;6693;4128;30;65467
TR;15;2;1;RND_GREEDY;SA01;b707bd7070fa4fd8941923c6a47e3c8e;7513;4128;30;31875
TR;15;2;1;PROB;SA01;c1ba1d1b37ee424489112c00c9392489;9115;4128;30;44167
TR;15;2;1;PROB;SA01;d39154baea4a453a966d7535dceed1c3;9199;4128;30;76278
TR;15;2;1;PROB;SA01;9ee245d3aa8f4b53b329b16059f85c75;8262;4288;30;28288
TR;15;2;1;PROB;SA01;9af983a966c8441c84b1661e13f072db;8416;4128;30;42673
TR;15;2;1;PROB;SA01;bb35c63ce0584ffdae99df6be8e9bb53;8464;4301;30;83090
TR;15;2;1;PROB;SA01;89072a91af5248ed8aae087eda03f549;8329;4128;30;49008
TR;15;2;1;PROB;SA01;11968e5f9cb540cbb765b01bf8d7bc06;9360;4271;30;38771
TR;15;2;1;PROB;SA01;27e2c53a378647d1932f104887e418dd;9362;4128;30;44397
TR;15;2;1;PROB;SA01;b6d2516f064c43a0904723e699d7a214;9828;4128;30;32476
TR;15;2;1;PROB;SA01;f8c9a9d45ab74ab8b975d869758190c8;9020;4242;30;49336
TR;15;2;1;GREEDY_GRB;SA01;ef682c89bdbf468fa0d481b4da6e7e49;6759;4128;30;47233
TR;15;2;1;GREEDY_GRB;SA01;1ef527f22e1f402fb1fc33c24f956231;6759;4267;30;52
TR;15;2;1;GREEDY_GRB;SA01;ae4dc4429c1e4a23bca9817067867c4a;6759;4128;30;40959
TR;15;2;1;GREEDY_GRB;SA01;6c2ac7c6327f49b18c3ca4fdc758d1ea;6759;4267;30;51
TR;15;2;1;GREEDY_GRB;SA01;10e7c21466ed4469b46f00e5f5ecbda4;6759;4128;30;36390
TR;15;2;1;GREEDY_GRB;SA01;15e78875c0ae4a6dbb49ff3981c74354;6759;4271;30;78377
TR;15;2;1;GREEDY_GRB;SA01;0cd4e0a22990489dafd7333c5ba8187f;6759;4267;30;51
TR;15;2;1;GREEDY_GRB;SA01;d25a2b87979e45f9ab2969b92507d7ed;6759;4267;30;51
TR;15;2;1;GREEDY_GRB;SA01;d519212cc4864c42baa0a03eb5a9f1e7;6759;4194;30;49556
TR;15;2;1;GREEDY_GRB;SA01;20e717c40f65407a9beb72f560f66974;6759;4267;30;46
TR;15;2;1;GRB;SA01;3469f4b9974544568b3ab7e49be30da0;5546;4242;30;35287
TR;15;2;1;GRB;SA01;8133d958c3f04cddbeee11df16947078;5546;4267;30;36058
TR;15;2;1;GRB;SA01;d42d1689afda469c8c8618ee9739941f;5546;4128;30;49847
TR;15;2;1;GRB;SA01;626c5b3aeefa4123b2360b16628b1375;5546;4128;30;46666
TR;15;2;1;GRB;SA01;607c2ddcd68e4b7a9555cd022f833830;5546;4267;30;41230
TR;15;2;1;GRB;SA01;78a796ce82ef42a18292fa2df9789620;5546;4128;30;51214
TR;15;2;1;GRB;SA01;3ff5065a317342de88889966ba428ea5;5546;4128;30;40632
TR;15;2;1;GRB;SA01;efc1b3c5d0c14a1894e79b334a775068;5546;4128;30;52099
TR;15;2;1;GRB;SA01;fa5466e160894f8a9a9c3f81ab8dee2e;5546;4128;30;68010
TR;15;2;1;GRB;SA01;12c9139611484380b976ef157c05526c;5546;4128;30;44809
TR;15;2;2;RND;SA01;912d1a220f114d9a921693783ba54299;10312;2769;30;63386
TR;15;2;2;RND;SA01;8fb631b90fe4409297363c4510ea8ef4;10107;2769;30;411880
TR;15;2;2;RND;SA01;1d67c70e7d2340d0804be30821841271;10486;2769;30;52399
TR;15;2;2;RND;SA01;a224ec9afb914e4b991ced2b06a395a7;9149;2769;30;75635
TR;15;2;2;RND;SA01;a9a9fc407bbd45bcad48a1598d5854cb;10998;2769;30;57623
TR;15;2;2;RND;SA01;7279bfefb3874cdead8ec55c7d19b9c8;7694;2769;30;59104
TR;15;2;2;RND;SA01;a7b673d538534ea1ab3820f90a42ae20;6994;2841;30;49892
TR;15;2;2;RND;SA01;f57cfcc670774173aad28a56f9b6133a;11132;2769;30;51898
TR;15;2;2;RND;SA01;defe96be72c848d1a3f198001c0196ee;7652;2769;30;67056
TR;15;2;2;RND;SA01;704cb843b5d64106819e37e05010cbb7;8195;2769;30;43012
TR;15;2;2;GREEDY;SA01;ad8bc010dc1847b4a89519eb89f6e875;7737;2876;30;58305
TR;15;2;2;GREEDY;SA01;24e8825322414ada99695ca08b403c66;4839;2769;30;63805
TR;15;2;2;GREEDY;SA01;d4733e5735c849f4987d3efb87b6d97f;5553;2769;30;48976
TR;15;2;2;GREEDY;SA01;d8c58160c2b542589e97d4a918e173a3;7789;2769;30;53088
TR;15;2;2;GREEDY;SA01;35a2af69f08345c29952cbf3eb480464;6724;2769;30;65135
TR;15;2;2;GREEDY;SA01;70187d20c8d747e5912618b2a1fee6ce;6854;2769;30;62511
TR;15;2;2;GREEDY;SA01;8394bebac1a644d0bae2a89c85b939e4;6275;2769;30;55946
TR;15;2;2;GREEDY;SA01;2bb0f60b1d224ab9a54fcb1f960824f9;6275;2769;30;54825
TR;15;2;2;GREEDY;SA01;b4df039718fc4a0380863dd058518f5b;6687;2769;30;43057
TR;15;2;2;GREEDY;SA01;8787e5358eed4966a847c89e890fad00;6193;2769;30;54419
TR;15;2;2;GREEDY_RND;SA01;220cff974cb74e0aa878710ac56863e4;7406;2769;30;54145
TR;15;2;2;GREEDY_RND;SA01;6ea4e66b446449eb81573cc5ba9f0ee9;8864;2769;30;47636
TR;15;2;2;GREEDY_RND;SA01;5be2b41fe057402a96c391fbfeaf9561;9382;2769;30;53282
TR;15;2;2;GREEDY_RND;SA01;60448a868f994ef2beae1ce87044ae92;8320;2769;30;52203
TR;15;2;2;GREEDY_RND;SA01;651e1f72a858449685b03071509577aa;7970;2769;30;44838
TR;15;2;2;GREEDY_RND;SA01;6be6888187f441d4bcacfd859e697c9c;9408;2876;30;49999
TR;15;2;2;GREEDY_RND;SA01;a28e97516dcc44cc84207b4b9d36cda7;7379;2769;30;47398
TR;15;2;2;GREEDY_RND;SA01;7ec0b752eaae405389c0cd0996aa2acd;11374;2769;30;56848
TR;15;2;2;GREEDY_RND;SA01;e543e809a416487f85f884080ae2cdfc;9415;2769;30;53813
TR;15;2;2;GREEDY_RND;SA01;0b4f04e4296c471db2b5df45a2a3bc73;10251;2769;30;72336
TR;15;2;2;RND_GREEDY;SA01;929659bf56df4839ada79668727d9586;5639;2769;30;49979
TR;15;2;2;RND_GREEDY;SA01;63f07655b8924c32a93481562129f86d;5837;2885;30;43223
TR;15;2;2;RND_GREEDY;SA01;5fa4a56dcc454d43bcd5e35983749bb9;6822;2769;30;73002
TR;15;2;2;RND_GREEDY;SA01;4aa9986e27db4cfe9beef28fa4cd7e94;8907;2769;30;49085
TR;15;2;2;RND_GREEDY;SA01;c39a64da53b042e1aaa539a60b4dc5f0;6179;2769;30;73915
TR;15;2;2;RND_GREEDY;SA01;c6f4522fcdd4434b8bbfda8ec8a51404;8633;2769;30;65098
TR;15;2;2;RND_GREEDY;SA01;2ead7389a47a4c3f86ace963d6478271;6349;2907;30;37314
TR;15;2;2;RND_GREEDY;SA01;6371786748f44994920771c9ffc5cf1b;5066;2769;30;68833
TR;15;2;2;RND_GREEDY;SA01;7d872914a84545f49e13961c48cbc0f7;7169;2769;30;46710
TR;15;2;2;RND_GREEDY;SA01;a26ad370b55343e1adf5ac309323bf41;4715;2769;30;66349
TR;15;2;2;PROB;SA01;71fd9deb7ca94a96bc6ec867ddbbc972;7306;2885;30;46437
TR;15;2;2;PROB;SA01;cb1d1d6b63454fc78e0f1efdfd727664;6103;2769;30;63717
TR;15;2;2;PROB;SA01;b3236b26ccdd41d49b3bcc2197d3447a;9238;2769;30;51540
TR;15;2;2;PROB;SA01;5f3537276c7144638961060494198100;10035;2769;30;63972
TR;15;2;2;PROB;SA01;ab26448fd30941079f62332fea456150;7219;2924;30;48665
TR;15;2;2;PROB;SA01;7c54e1ea684b48a7aa78db41f70d9e29;7594;2769;30;51123
TR;15;2;2;PROB;SA01;e51b3ef180ac439dbea447bb72825e93;7853;2769;30;58649
TR;15;2;2;PROB;SA01;466d72b3bbff42c1951bbd1a74e1759e;7922;2769;30;93607
TR;15;2;2;PROB;SA01;a74acb9d9e604f6c88379e6562423f96;6868;2769;30;50171
TR;15;2;2;PROB;SA01;49f20ac960b84857af8167e2f6c9fcd5;7570;2769;30;66732
TR;15;2;2;GREEDY_GRB;SA01;42d7d40d07cb4ae9ab6ff64a219532c3;4166;2841;30;59073
TR;15;2;2;GREEDY_GRB;SA01;a8ca196557864aa4a8dcc68ef2904fd2;4166;2769;30;37500
TR;15;2;2;GREEDY_GRB;SA01;e85d967c59d74e4ab4869668e0d84c04;4166;2769;30;69414
TR;15;2;2;GREEDY_GRB;SA01;30532d760f274aed8a89bd593c7d28e7;4166;2769;30;61824
TR;15;2;2;GREEDY_GRB;SA01;d80fa54a8af949dc91f493bcc1650684;4166;2769;30;98088
TR;15;2;2;GREEDY_GRB;SA01;7176d4b84e1c43ff8e2b766c6164dba3;4166;2769;30;49917
TR;15;2;2;GREEDY_GRB;SA01;7a40f1002f694d05bf9f2d9ac7a17f8e;4166;2769;30;52547
TR;15;2;2;GREEDY_GRB;SA01;f99033dcf43c48e4960499d06b3e055c;4166;2769;30;71687
TR;15;2;2;GREEDY_GRB;SA01;f9ef526f3d9248909e69d7f26f7bb40b;4166;2876;30;40026
TR;15;2;2;GREEDY_GRB;SA01;117ab6cb191b498587fb4a6167316031;4166;2769;30;54201
TR;15;2;2;GRB;SA01;3f690292e6fe4a5c82f14b92cd2d15c4;4160;2769;30;60059
TR;15;2;2;GRB;SA01;143d377dfcfd4f0e8d2592c93dd42612;4160;2769;30;54611
TR;15;2;2;GRB;SA01;398393f74eeb48f3b74ab73f152703ed;4160;2769;30;50954
TR;15;2;2;GRB;SA01;c2109f0e95b24df09947462218887c4b;4160;2769;30;62640
TR;15;2;2;GRB;SA01;97dbc260d57e47c896bc858883aabcec;4160;2769;30;31563
TR;15;2;2;GRB;SA01;98a740270d674480b935c9fc6bc89aad;4160;2769;30;62787
TR;15;2;2;GRB;SA01;0739cd59ae8640cb9352e1f9817435e0;4160;2769;30;47161
TR;15;2;2;GRB;SA01;626641f5731a4f6b943bee11bf9e5be8;4160;2769;30;50028
TR;15;2;2;GRB;SA01;ac9ba2b43265405fbaca0733870190f9;4160;2769;30;45670
TR;15;2;2;GRB;SA01;264ca07d206541b1afe12375039641d2;4160;2769;30;47296
TR;25;2;1;RND;SA01;54d79e923687473aacb83f366a19c25b;19726;5536;60;100449
TR;25;2;1;RND;SA01;e806a156318b401891fad46eaef3b525;18944;5247;60;124771
TR;25;2;1;RND;SA01;8068ef97bca7427498f89581971243b8;19685;5490;60;218765
TR;25;2;1;RND;SA01;3f90baa837634108a7d124764413dbcb;21831;5266;60;143433
TR;25;2;1;RND;SA01;42994bdf3d1c4f399a01465c8dcaecac;19015;5266;60;145663
TR;25;2;1;RND;SA01;e6848bc118424bcd93193832a680c4a1;20258;5266;60;95037
TR;25;2;1;RND;SA01;8b83e50794b549feb7bbf3033224dce2;17254;5280;60;86830
TR;25;2;1;RND;SA01;f738b4990cb7479c872e68586c5d5d7b;20632;5266;60;156274
TR;25;2;1;RND;SA01;2674a476aa2b479a955048de33acdfdb;18874;5280;60;175578
TR;25;2;1;RND;SA01;63ec8fa50dbb4e1e87079f03a5969ad3;21176;5247;60;487100
TR;25;2;1;GREEDY;SA01;01e945df9ab94aaf8b4198a583caedea;11208;5490;60;118371
TR;25;2;1;GREEDY;SA01;6dae9d437b7944059e3933e917ef9b64;19797;5418;60;156077
TR;25;2;1;GREEDY;SA01;ec3ae08bd5734c06a72fcab92bfa92dc;13320;5490;60;219281
TR;25;2;1;GREEDY;SA01;45c8683bc04d4d6ba7561b5328c6277d;13593;5418;60;173036
TR;25;2;1;GREEDY;SA01;5feeeaf30f304db8b90fcffa5da3c471;11208;5247;60;153548
TR;25;2;1;GREEDY;SA01;e419e85c61dd4939ae9aa6785870f088;20410;5247;60;95176
TR;25;2;1;GREEDY;SA01;d0e6b0fe548542ed905dca68d06fc9b5;13320;5461;60;126417
TR;25;2;1;GREEDY;SA01;f81d3fe01a114a09bbd8b1439932c07b;15151;5280;60;87619
TR;25;2;1;GREEDY;SA01;0aa74f9b74e440338a88bf932a7ed984;11514;5406;60;214972
TR;25;2;1;GREEDY;SA01;d5f2d8164280431d8286ad17b319584b;13593;5280;60;115155
TR;25;2;1;GREEDY_RND;SA01;4128a68e7e564c2a97359c7f3b94d786;19607;5266;60;101119
TR;25;2;1;GREEDY_RND;SA01;a77e665802d14ada95e544c76319523f;22385;5312;60;223719
TR;25;2;1;GREEDY_RND;SA01;037964dc058d413aa08213414de59930;17783;5266;60;297522
TR;25;2;1;GREEDY_RND;SA01;6727f897d61f454b81e790630b94b55c;18398;5266;60;114418
TR;25;2;1;GREEDY_RND;SA01;58aaac3c0cce4cff9de981f31ae8ca8f;17600;5465;60;122174
TR;25;2;1;GREEDY_RND;SA01;4c6323ada5b147759769b06b9a9432d4;20314;5266;60;98773
TR;25;2;1;GREEDY_RND;SA01;0fcfbf2d6c3c404b8a533a11d774a38d;18460;5461;60;89116
TR;25;2;1;GREEDY_RND;SA01;63c5859cfaa04070bbf65ecaeb4dcbbd;19149;5266;60;85793
TR;25;2;1;GREEDY_RND;SA01;3b3cd57258534bc5ad73ebcdfc5d1b2b;22004;5280;60;209439
TR;25;2;1;GREEDY_RND;SA01;3d7c25e818954cfebc25d43d4bc1f724;20496;5266;60;101840
TR;25;2;1;RND_GREEDY;SA01;70ac45fcbb384d818db5a11812fbd59c;11680;5266;60;118662
TR;25;2;1;RND_GREEDY;SA01;fa6c1d805ceb4ce5868de5a578a31b66;10888;5266;60;132503
TR;25;2;1;RND_GREEDY;SA01;e4e7dc9d4e8e45529656458d398751ff;10539;5280;60;115991
TR;25;2;1;RND_GREEDY;SA01;769a6f2528714e74809bd06f5104f5d5;9542;5465;60;162967
TR;25;2;1;RND_GREEDY;SA01;5909a7ff437640808a105bbd4c5cbbd9;11103;5266;60;90629
TR;25;2;1;RND_GREEDY;SA01;74f523eda81547f1b9277262977e6f29;12126;5247;60;487562
TR;25;2;1;RND_GREEDY;SA01;b0652d757b7e48a4b3b733ec9e193bd0;11736;5266;60;90555
TR;25;2;1;RND_GREEDY;SA01;a0959a9b685c4e0cab1a4b33485d743f;11140;5312;60;240932
TR;25;2;1;RND_GREEDY;SA01;8462936519464440a06d9c5ef17ac3df;11809;5305;60;78661
TR;25;2;1;RND_GREEDY;SA01;c7e4a9837a9d496fa61b48f23516e968;9981;5247;60;103358
TR;25;2;1;PROB;SA01;81843644506f45119225f4ddbff766f0;13912;5439;60;106499
TR;25;2;1;PROB;SA01;30cda935ffc24424a64036827c6a7939;13886;5312;60;347680
TR;25;2;1;PROB;SA01;3a1c551806a44aa28ecd053e286b5a33;15860;5247;60;115301
TR;25;2;1;PROB;SA01;08ec1edc4f894c6a955b23d6364cdac3;12171;5406;60;133028
TR;25;2;1;PROB;SA01;82e1fed9b3614bfbbb87454f7ffd5589;15699;5312;60;153110
TR;25;2;1;PROB;SA01;248174d17f8445d797e2662fb6569213;17002;5388;60;179755
TR;25;2;1;PROB;SA01;49373c9bfd784629b7588983d92d70ba;14409;5536;60;90465
TR;25;2;1;PROB;SA01;7efe37ab5ab74669bd4219ba30c94e85;11412;5247;60;117889
TR;25;2;1;PROB;SA01;1b5d36ae2ef345108d9b5cbc32b0583b;12322;5490;60;122498
TR;25;2;1;PROB;SA01;5568ccfd072f49cba9af17fd5cd24835;15503;5247;60;153470
TR;25;2;1;GREEDY_GRB;SA01;0f87d84e998c4f1b8fc7efe439822640;7197;5514;60;139414
TR;25;2;1;GREEDY_GRB;SA01;4f8f3a487b02402cb87c968ff151aa66;7197;5615;60;90
TR;25;2;1;GREEDY_GRB;SA01;71b126bb0f5c4730a0dcc3f8f97bee59;7197;5312;60;120386
TR;25;2;1;GREEDY_GRB;SA01;86c0126afb4a499c810f6fe0307e04e0;7197;5405;60;368241
TR;25;2;1;GREEDY_GRB;SA01;9082c850d20349f2b5e8e502d846b2e7;7197;5280;60;121530
TR;25;2;1;GREEDY_GRB;SA01;8d3bfcf5e3e64d7b973067db13fc9d5e;7197;5591;60;179689
TR;25;2;1;GREEDY_GRB;SA01;7f541037a3b149fb8a75f97901a7c59b;7197;5312;60;120102
TR;25;2;1;GREEDY_GRB;SA01;3aa785f833454a0c81409386c601db34;7197;5247;60;192621
TR;25;2;1;GREEDY_GRB;SA01;7b3fc302bce844edb20099368e61d676;7197;5536;60;175509
TR;25;2;1;GREEDY_GRB;SA01;b36c21586350466ebd769eeac482521f;7197;5305;60;90435
TR;25;2;1;GRB;SA01;d6218030c4de4e91b5814038f36f680d;6791;5565;60;174687
TR;25;2;1;GRB;SA01;2cfd482538ef4702af6b4e8b40db0376;6791;5536;60;121280
TR;25;2;1;GRB;SA01;a544979dc40641a1b43a41cd000aaa8e;6791;5490;60;172174
TR;25;2;1;GRB;SA01;ad705d3a3a1744979bb3965ab5781c9d;6791;5280;60;131030
TR;25;2;1;GRB;SA01;3b812a772cf64edcaec457aa61b4b38c;6791;5450;60;169840
TR;25;2;1;GRB;SA01;b778b62698664a4db003f97b4af83cdc;6791;5490;60;217214
TR;25;2;1;GRB;SA01;9788df45608c48d985792c63104914f0;6791;5312;60;107042
TR;25;2;1;GRB;SA01;cfb551c456bf428591c6f666aaf81728;6791;5266;60;85125
TR;25;2;1;GRB;SA01;4cb6863a5c9b42bca19fef5bf6126a8b;6791;5305;60;82551
TR;25;2;1;GRB;SA01;27b7ce72c42c42409c2ab3897e9cf6f1;6791;5540;60;101670
TR;25;2;5;RND;SA01;91dfbd1aa65d4f8186ec4738bdc7a9e8;13750;2140;60;378786
TR;25;2;5;RND;SA01;c65717e56d8142b8bec282c0c1879809;11081;2140;60;402051
TR;25;2;5;RND;SA01;3d468854634c4995ae199712504e9a1a;12953;2140;60;279307
TR;25;2;5;RND;SA01;4ea8eb865a4344ecaa248ac8ea97c653;8158;2136;60;247809
TR;25;2;5;RND;SA01;16d5f1e721264e7b81f485a8ef863eef;12615;2136;60;196139
TR;25;2;5;RND;SA01;40d1e968cd6a4c4ebbc7cfd80a257d12;8952;2136;60;309667
TR;25;2;5;RND;SA01;90498aca8c3645ef9bf77a360268a904;9449;2140;60;264525
TR;25;2;5;RND;SA01;bec39dfad28a42819c23be662c727ff6;11507;2136;60;235840
TR;25;2;5;RND;SA01;4b58d0f84e234f1192254690db132bcf;9561;2136;60;337358
TR;25;2;5;RND;SA01;cd26f0607d4f4770b94a24a0c3c3d9a8;12241;2173;60;227981
TR;25;2;5;GREEDY;SA01;5f154f6ede8c44eaa1c6ea6e85a54c0e;6494;2136;60;218572
TR;25;2;5;GREEDY;SA01;7ee046eb8f5a40539355d39e0e146f0a;5913;2136;60;175454
TR;25;2;5;GREEDY;SA01;58de1fe23e0549f8a791d1b4209b468e;7191;2136;60;207661
TR;25;2;5;GREEDY;SA01;702a34b8aa904b509804aea33b713b91;6881;2173;60;265320
TR;25;2;5;GREEDY;SA01;c6364488f52b4fc198648bf984f26a2b;6911;2140;60;348787
TR;25;2;5;GREEDY;SA01;5d010f5ab10b458d9084cd5e8a86f204;6313;2183;60;196121
TR;25;2;5;GREEDY;SA01;dee557c0a3bc489a9d19b9a82045e90b;7593;2140;60;223285
TR;25;2;5;GREEDY;SA01;694e2aaccfd048238db6a791ed4e5064;6222;2161;60;447527
TR;25;2;5;GREEDY;SA01;a032ce8b7f894656a16511aefd8c55ce;7557;2162;60;166635
TR;25;2;5;GREEDY;SA01;3c2e7c7a16e64a6292ed92f0665ab54d;6539;2140;60;282835
TR;25;2;5;GREEDY_RND;SA01;af67af5a16354278ae01a0a522bd82e1;10277;2140;60;359246
TR;25;2;5;GREEDY_RND;SA01;b6abe0c113dc475caf7ec56979b55e72;10564;2194;60;256929
TR;25;2;5;GREEDY_RND;SA01;c02153e80bbb44fe844448dd77f5e513;10195;2140;60;593706
TR;25;2;5;GREEDY_RND;SA01;cc1d9632af8e4889a817fd0603d223a0;9549;2136;60;297868
TR;25;2;5;GREEDY_RND;SA01;8384c524404e45e19393fd4c4e786d36;13342;2140;60;316941
TR;25;2;5;GREEDY_RND;SA01;c60828995a194e938edbbb3a031a8a47;11191;2136;60;324353
TR;25;2;5;GREEDY_RND;SA01;fa6f3af26c504483991321b7649f98e6;13443;2136;60;210459
TR;25;2;5;GREEDY_RND;SA01;4d0ae0ac240540b8914e79be2a731320;9688;2136;60;365936
TR;25;2;5;GREEDY_RND;SA01;111abf9772284417919d981ba2f5aff3;8722;2194;60;255394
TR;25;2;5;GREEDY_RND;SA01;325ea798ac52473c88429653017f2005;10859;2194;60;311190
TR;25;2;5;RND_GREEDY;SA01;0465aaa9970f4121a623ff5e031d19f0;9399;2140;60;387691
TR;25;2;5;RND_GREEDY;SA01;63e32fb87a7e452191cf4001b0512e1d;13057;2194;60;234441
TR;25;2;5;RND_GREEDY;SA01;be5eabd20c7c4688bc40e8ed3ef0b3b4;8292;2136;60;890772
TR;25;2;5;RND_GREEDY;SA01;b89507203f074729a1595a5e9992b587;6599;2140;60;364583
TR;25;2;5;RND_GREEDY;SA01;d86b25f0e01d444197cf5c936451cdb1;7105;2194;60;230198
